datetime,temperature_2m,temperature_2m_min,temperature_2m_max,soil_temperature_level_1,soil_temperature_level_2,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,total_precipitation_sum,dewpoint_temperature_2m,surface_solar_radiation_downwards_sum,surface_net_solar_radiation_sum,total_evaporation_sum,u_component_of_wind_10m,v_component_of_wind_10m,temperature_range
2013-01-19,294.58377941499884,291.9155968631801,298.31620520819564,295.97147008346116,295.89888639497116,0.4491922326118194,0.4702470334505346,0.4561242123066833,0.0085606283599586,292.7422943316857,14910484.19450317,12686699.424947146,-0.0033657655521565,0.6635697242489493,0.3691968141600143,6.4006083450155415
2013-01-20,294.8086508521738,291.61417119548383,299.81279211064475,296.75107488840547,296.41625968094354,0.4562838878994512,0.4651653432274805,0.4561329331508902,0.0079500265969657,293.0109914466476,19924175.881606765,16960963.758985203,-0.0042360090526573,0.5552255161384867,-0.0235130224033003,8.198620915160916
2013-01-21,295.49396888700653,292.3589709808156,299.42423940259357,296.87680345122624,296.66492943767093,0.4586011121775416,0.4610610582863805,0.452592290565109,0.0025139640993094,293.0838095037932,19249945.403805494,16389875.391120506,-0.0041485946491581,0.3381495001956222,-0.3477753029481217,7.065268421777944
2013-01-22,294.88520077738315,292.107305837232,299.2969273250652,296.7482544937295,296.6878366571148,0.4574896118185568,0.4703936640690379,0.4523215855066838,0.0157264835107639,293.0494288080926,16621844.076109936,14157918.959830863,-0.0036889657212803,0.4533796061757083,-0.0868332737175993,7.189621487833222
2013-01-23,294.2540371527211,292.4641531043022,297.64680851942387,295.7553923017462,296.13737636724767,0.4655939482567258,0.4782046021669158,0.4616111986564867,0.02478626020741,292.90360034327006,10188470.080338266,8683033.50105708,-0.0026175803613177,0.7873623009883995,0.1827195226684097,5.182655415121644
2013-01-24,293.9765414761522,291.9814090527137,297.9708469382804,295.6872663706268,295.9371914275521,0.4747942654997466,0.4775183021056139,0.4754537255769047,0.0176527555156696,292.98468604971606,12115157.35306554,10323979.826638477,-0.0027812885978981,0.0690479292005951,-0.471453910902237,5.989437885566701
2013-01-25,293.599034890732,292.15133586343194,296.6415936266393,295.1494137412481,295.5600057135508,0.4760592583622035,0.4797151712064091,0.4855450716885652,0.0196843356136854,292.92944101786594,8052665.412262156,6867134.570824523,-0.0018359292928625,0.0721674039382343,-0.0759071169645539,4.490257763207353
2013-01-26,294.23807385977597,291.7230411069841,297.1282177656952,295.4596125647751,295.59556855947045,0.4635720202585103,0.4539251240144908,0.4901422536902398,0.0146775919714624,292.7854802842037,11239073.98731501,9584100.993657503,-0.002596383103136,0.5059615397974166,0.0210817859910423,5.405176658711071
2013-01-27,294.1224451434705,291.85750184653926,297.80839006290876,295.5634325268068,295.71290272772524,0.4699464210580149,0.4700899950797663,0.4839118664494864,0.0116070095946434,292.7516921166386,12264398.934460888,10456552.380549682,-0.0027540597403087,0.6905556345926868,0.3747533913478622,5.950888216369492
2013-01-28,294.09801144831783,291.0880456323603,298.2710744200499,295.7320307179855,295.8299881933103,0.4699583409788576,0.4771561988900462,0.484911072497808,0.0185335824781946,292.66431172419976,14401758.511627909,12289274.262156447,-0.003217175851003,0.313286562886685,-0.3530730167016586,7.1830287876895795
2013-01-29,294.6554925594639,292.01380401030656,299.5829179372646,296.4337134546088,296.1825906566703,0.4496244063589084,0.4674260943939015,0.4840366385031788,0.0099788091399452,292.8987763682413,17595377.175475687,15019010.900634248,-0.003830670778803,0.1631633270954564,-0.1891025582025217,7.569113926958039
2013-01-30,295.1841697612222,292.60201358593537,299.92228485817134,296.9776227062566,296.59647403795,0.4524709904504712,0.4663208349226561,0.4793976050518699,0.010971866437799,293.12411820812906,19918848.38900634,17004935.179704018,-0.0043814888511475,0.264341654115533,0.1732478390452389,7.320271272235971
2013-01-31,294.9933277517242,292.0162157699875,298.97947712226846,296.76110164542865,296.7096969249636,0.4568565965454875,0.4661540272708003,0.4749308606954927,0.0067315846681594,293.0823897387966,16968209.3192389,14489599.632135306,-0.0037983346643836,0.2865963469432053,0.3637173384995087,6.963261352280938
